DisplayName;Department;BusinessRole;AccountType;LastLogon;Ruoli;Username;Email;UPN;EmployeeId;Manager;StatusAD;StatusHR;OrphanGroups
roberto.lombardi.kwfi;Data Science;Data Scientist;Internal;2026-01-12T07:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_WRITE,SYS_JIRA_READ,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_READ;;;;;;;;
roberto.lombardi.pfdc;Analytics BI;BI Analyst;External;2025-11-10T14:09:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SAP_VIEW,SYS_SNOWFLAKE_READ;;;;;;;;
anna.fontana.cywj;Product Management;Product Manager;Internal;2025-10-26T10:05:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_READ,SYS_POWERBI_VIEW;;;;;;;;
anna.fontana.vwcf;Product Design;Product Designer;Technical;2025-06-27T09:05:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE;;;;;;;;
adm_luca.rossi.jjsy;IT Helpdesk;IT Support;External;2025-05-08T09:00:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_VIEW;;;;;;;;
luca.rossi.nrzp;IT Operations;IT Ops Specialist;Internal;2025-11-10T14:24:55Z;INF_EDR_VIEW,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
marco.russo.jasv;Workplace IT;Workplace Specialist;Internal;2025-04-26T16:43:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_READ;;;;;;;;
marco.russo.lslt;PMO;PMO Analyst;Internal;2025-08-03T15:08:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE,SYS_POWERBI_READ;;;;;;;;
svc_r_d;R&D AI;AI Researcher;Internal;2025-07-15T16:27:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JIRA_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
marta.bruno;R&D Innovation;Innovation Engineer;Internal;2025-11-11T15:27:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ;;;;;;;;
davide.lombardi.tqpk;Support L1;Support Agent L1;Technical;2025-10-02T15:20:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_WRITE,SYS_ZENDESK_VIEW;;;;;;;;
adm_elisa.bianchi;Support L2;Support Agent L2;Internal;2025-01-02T11:53:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_READ,SYS_SPLUNK_WRITE,SYS_ZENDESK_VIEW;;;;;;;;
adm_paolo.ricci;Customer Success Enterprise;CSM Enterprise;Internal;2025-07-12T13:45:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_READ;;;;;;;;
adm_chiara.giordano;Customer Success SMB;CSM SMB;Internal;2025-08-13T15:54:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW,SYS_ZENDESK_VIEW;;;;;;;;
andrea.santoro;Sales Enterprise;Sales Executive;Internal;2025-12-20T14:34:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SALESFORCE_WRITE;;;;;;;;
sara.esposito;Sales SMB;Sales Representative;Internal;2025-12-30T14:20:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
matteo.gallo.anjy;Marketing Digital;Digital Marketer;Internal;2026-01-30T15:41:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_WRITE,SYS_SALESFORCE_WRITE;;;;;;;;
valentina.moretti;Marketing Content;Content Specialist;Internal;2025-10-18T11:28:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE;;;;;;;;
stefano.verdi;Finance Controlling;Controller;Technical;2025-12-25T09:20:55Z;INF_ERP_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_WRITE;;;;;;;;
irene.marino;Finance AP;AP Specialist;Internal;2025-05-31T11:56:55Z;INF_ERP_WRITE,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE;;;;;;;;
giorgio.mancini;Finance AR;AR Specialist;Internal;2025-08-16T08:55:55Z;INF_ERP_VIEW,INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
federica.leone;HR Talent;Talent Partner;External;2025-10-30T13:47:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_WORKDAY_READ;;;;;;;;
adm_simone.romano.ucsn;HR Payroll;Payroll Specialist;Technical;2025-09-17T10:58:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_WORKDAY_VIEW;;;;;;;;
adm_laura.conti;Legal Compliance;Compliance Analyst;Internal;2025-10-08T11:51:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE;;;;;;;;
antonio.barbieri;Procurement;Procurement Specialist;Technical;2026-01-13T09:04:55Z;INF_ERP_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_SERVICENOW_READ;;;;;;;;
silvia.russo;Executive Office;Executive Assistant;Internal;2025-08-06T08:30:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_WRITE;;;;;;;;
roberto.greco;Internal Audit;Internal Auditor;External;2025-08-06T08:21:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_READ,SYS_SAP_VIEW,SYS_SPLUNK_VIEW;;;;;;;;
svc_business_applications;Business Applications;Business Apps Analyst;Internal;2025-09-26T09:26:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE,SYS_SALESFORCE_VIEW,SYS_SAP_WRITE,SYS_SERVICENOW_VIEW,SYS_WORKDAY_VIEW;;;;;;;;
svc_backend_backend;Engineering Backend;Backend Engineer;Internal;2025-10-19T12:58:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITLAB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_VIEW,SYS_K8S_READ;;;;;;;;
marco.colombo;Engineering Frontend;Frontend Engineer;External;2026-02-04T11:06:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_VIEW,SYS_CONFLUENCE_READ,SYS_GITHUB_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_ADMIN,SYS_JIRA_READ;;;;;;;;
giulia.costa;Engineering Mobile;Mobile Engineer;Internal;2025-11-19T13:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GITHUB_WRITE,SYS_JENKINS_WRITE,SYS_JIRA_WRITE;;;;;;;;
francesca.fontana;Engineering QA;QA Engineer;Internal;2025-10-28T11:08:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JENKINS_VIEW,SYS_JIRA_VIEW,SYS_K8S_WRITE;;;;;;;;
svc_sre_olqb;Platform SRE;SRE Engineer;Internal;2025-11-03T07:36:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_WRITE,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_DATADOG_READ,SYS_GCP_WRITE,SYS_K8S_WRITE;;;;;;;;
adm_marta.bruno;Platform DevOps;DevOps Engineer;Internal;2025-06-02T13:41:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_JENKINS_WRITE,SYS_K8S_READ;;;;;;;;
svc_cloud_infrastructure_cloud;Cloud Infrastructure;Cloud Engineer;Technical;2025-10-08T11:48:55Z;INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_READ,SYS_K8S_READ;;;;;;;;
elisa.bianchi;Network Operations;Network Engineer;Internal;2026-01-09T14:39:55Z;INF_BASTION_VIEW,INF_DNS_VIEW,INF_FIREWALL_READ,INF_MAIL_READ,INF_NETWORK_READ,INF_SIEM_VIEW,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ;;;;;;;;
paolo.ricci;Security SOC;SOC Analyst;Internal;2025-11-11T15:27:55Z;INF_EDR_VIEW,INF_FIREWALL_READ,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SPLUNK_READ;;;;;;;;
chiara.giordano;Security GRC;GRC Specialist;External;2025-04-30T11:05:55Z;INF_MAIL_READ,INF_SIEM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_VIEW,SYS_SPLUNK_READ;;;;;;;;
andrea.santoro.ebzz;Security IAM;IAM Specialist;Internal;2025-03-26T15:28:55Z;INF_IAM_WRITE,INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
adm_sara.esposito;Data Engineering;Data Engineer;Technical;2026-01-29T14:29:55Z;INF_DBAAS_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_VIEW;;;;;;;;
matteo.gallo.yrfk;Data Science;Data Scientist;Internal;2025-05-22T13:04:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JIRA_WRITE,SYS_POWERBI_VIEW,SYS_SNOWFLAKE_WRITE;;;;;;;;
adm_valentina.moretti;Analytics BI;BI Analyst;Internal;2025-10-07T10:39:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_WRITE,SYS_SAP_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
stefano.verdi.jtso;Product Management;Product Manager;Internal;2025-08-19T11:28:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW,SYS_POWERBI_READ;;;;;;;;
irene.marino.cbrb;Product Design;Product Designer;Internal;2025-07-04T15:59:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_READ;;;;;;;;
giorgio.mancini.kqcs;IT Helpdesk;IT Support;Internal;2025-12-07T11:51:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_WRITE;;;;;;;;
adm_federica.leone;IT Operations;IT Ops Specialist;Internal;2025-05-09T09:51:55Z;INF_EDR_WRITE,INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
simone.romano.zxai;Workplace IT;Workplace Specialist;Internal;2025-04-28T09:05:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_MAIL_WRITE,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_WRITE;;;;;;;;
laura.conti;PMO;PMO Analyst;External;2025-08-28T10:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_POWERBI_READ;;;;;;;;
antonio.barbieri.kyqa;R&D AI;AI Researcher;Technical;2025-05-04T14:23:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GCP_READ,SYS_JIRA_WRITE,SYS_SNOWFLAKE_WRITE;;;;;;;;
adm_silvia.russo;R&D Innovation;Innovation Engineer;Technical;2025-08-05T07:18:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_JIRA_WRITE;;;;;;;;
roberto.greco.xoch;Support L1;Support Agent L1;Internal;2025-06-28T09:56:55Z;INF_MAIL_READ,INF_MAIL_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_VIEW,SYS_ZENDESK_READ;;;;;;;;
anna.rizzo;Support L2;Support Agent L2;Internal;2025-12-15T09:22:55Z;INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_WRITE,SYS_ZENDESK_WRITE;;;;;;;;
luca.rossi.hwib;Customer Success Enterprise;CSM Enterprise;Internal;2025-05-27T07:08:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SALESFORCE_READ,SYS_ZENDESK_VIEW;;;;;;;;
marco.colombo.unzh;Customer Success SMB;CSM SMB;Internal;2026-02-04T10:09:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ,SYS_ZENDESK_VIEW;;;;;;;;
giulia.costa.mfla;Sales Enterprise;Sales Executive;Internal;2025-04-22T12:43:55Z;INF_CRM_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SALESFORCE_VIEW;;;;;;;;
francesca.fontana.togl;Sales SMB;Sales Representative;Technical;2025-10-04T07:51:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_WRITE;;;;;;;;
alessandro.ferrari;Marketing Digital;Digital Marketer;Internal;2025-08-22T15:04:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_WRITE,SYS_SALESFORCE_WRITE;;;;;;;;
marta.bruno.gvjt;Marketing Content;Content Specialist;Internal;2026-01-18T13:22:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_WRITE;;;;;;;;
davide.lombardi.uoer;Finance Controlling;Controller;Internal;2026-01-30T15:14:55Z;INF_ERP_READ,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SAP_WRITE;;;;;;;;
elisa.bianchi.nvje;Finance AP;AP Specialist;Internal;2025-10-01T14:20:55Z;INF_ERP_WRITE,INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_VIEW;;;;;;;;
paolo.ricci.iqfc;Finance AR;AR Specialist;Internal;2025-03-25T14:34:55Z;INF_ERP_READ,INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ;;;;;;;;
chiara.giordano.jcta;HR Talent;Talent Partner;Internal;2025-08-31T14:05:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_WORKDAY_READ;;;;;;;;
andrea.santoro.yvan;HR Payroll;Payroll Specialist;Internal;2025-10-21T14:10:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_READ,SYS_WORKDAY_WRITE;;;;;;;;
sara.esposito.xokf;Legal Compliance;Compliance Analyst;Internal;2025-08-07T09:57:55Z;INF_FILESHARE_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
matteo.gallo.pgur;Procurement;Procurement Specialist;Internal;2025-12-17T11:49:55Z;INF_ERP_READ,INF_MAIL_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SAP_WRITE,SYS_SERVICENOW_WRITE;;;;;;;;
svc_executive_office;Executive Office;Executive Assistant;Technical;2025-08-05T07:21:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_POWERBI_READ;;;;;;;;
stefano.verdi.ktln;Internal Audit;Internal Auditor;Technical;2025-10-15T08:40:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_READ,SYS_SAP_READ,SYS_SPLUNK_WRITE;;;;;;;;
irene.marino.iugm;Business Applications;Business Apps Analyst;Internal;2025-07-02T13:11:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_VIEW,SYS_SALESFORCE_READ,SYS_SAP_READ,SYS_SERVICENOW_WRITE,SYS_WORKDAY_VIEW;;;;;;;;
adm_giorgio.mancini;Engineering Backend;Backend Engineer;Internal;2025-12-18T12:55:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITLAB_VIEW,SYS_JENKINS_WRITE,SYS_JIRA_READ,SYS_K8S_WRITE;;;;;;;;
federica.leone.iruy;Engineering Frontend;Frontend Engineer;Internal;2025-11-04T08:36:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_GITHUB_VIEW,SYS_JENKINS_READ,SYS_JIRA_VIEW;;;;;;;;
simone.romano.bupp;Engineering Mobile;Mobile Engineer;Internal;2025-08-08T10:48:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_ALL,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_GITHUB_VIEW,SYS_JENKINS_READ,SYS_JIRA_VIEW;;;;;;;;
laura.conti.vgmr;Engineering QA;QA Engineer;Internal;2025-11-04T08:45:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JENKINS_WRITE,SYS_JIRA_VIEW,SYS_K8S_READ;;;;;;;;
svc_sre_wpec;Platform SRE;SRE Engineer;External;2025-06-26T07:53:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_VIEW,SYS_AZURE_VIEW,SYS_CONFLUENCE_READ,SYS_DATADOG_READ,SYS_GCP_READ,SYS_K8S_VIEW;;;;;;;;
silvia.russo.wnab;Platform DevOps;DevOps Engineer;Internal;2025-06-23T14:31:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_ARGOCD_VIEW,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_WRITE,SYS_JENKINS_WRITE,SYS_K8S_READ;;;;;;;;
roberto.greco.cdip;Cloud Infrastructure;Cloud Engineer;Internal;2025-07-29T10:11:55Z;INF_MAIL_READ,INF_SECRETS_WRITE,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_READ,SYS_CONFLUENCE_READ,SYS_DATADOG_VIEW,SYS_GCP_WRITE,SYS_K8S_READ;;;;;;;;
anna.rizzo.kdol;Network Operations;Network Engineer;Internal;2025-07-18T10:04:55Z;INF_BASTION_READ,INF_DNS_WRITE,INF_FIREWALL_WRITE,INF_MAIL_READ,INF_NETWORK_VIEW,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ;;;;;;;;
luca.rossi.mjhw;Security SOC;SOC Analyst;Internal;2025-10-06T10:00:55Z;INF_EDR_VIEW,INF_FIREWALL_WRITE,INF_IAM_WRITE,INF_MAIL_READ,INF_SIEM_WRITE,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SPLUNK_VIEW;;;;;;;;
marco.colombo.mhxr;Security GRC;GRC Specialist;Internal;2025-12-22T16:13:55Z;INF_MAIL_READ,INF_SIEM_READ,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_WRITE,SYS_SPLUNK_WRITE;;;;;;;;
svc_security_iam_wubv;Security IAM;IAM Specialist;External;2025-12-22T16:25:55Z;INF_IAM_READ,INF_MAIL_READ,INF_SECRETS_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_READ,SYS_SERVICENOW_VIEW;;;;;;;;
francesca.fontana.znqi;Data Engineering;Data Engineer;Internal;2025-09-26T10:05:55Z;INF_DBAAS_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_GCP_READ,SYS_POWERBI_WRITE,SYS_SNOWFLAKE_VIEW;;;;;;;;
alessandro.ferrari.rkdd;Data Science;Data Scientist;Technical;2025-09-10T14:00:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_READ,SYS_JIRA_READ,SYS_POWERBI_READ,SYS_SNOWFLAKE_VIEW;;;;;;;;
marta.bruno.namz;Analytics BI;BI Analyst;Internal;2025-03-22T11:16:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SAP_READ,SYS_SNOWFLAKE_WRITE;;;;;;;;
davide.lombardi.vdax;Product Management;Product Manager;External;2025-04-04T14:56:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_JIRA_READ,SYS_POWERBI_READ;;;;;;;;
adm_elisa.bianchi.bnes;Product Design;Product Designer;Internal;2025-11-28T12:44:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_JIRA_VIEW;;;;;;;;
paolo.ricci.srjz;IT Helpdesk;IT Support;External;2025-11-06T10:09:55Z;INF_FILESHARE_READ,INF_MAIL_READ,INF_MAIL_VIEW,INF_MDM_VIEW,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_VIEW,SYS_SERVICENOW_VIEW;;;;;;;;
chiara.giordano.iocu;IT Operations;IT Ops Specialist;Internal;2026-02-10T16:48:55Z;INF_EDR_WRITE,INF_FILESHARE_READ,INF_MAIL_READ,INF_MDM_WRITE,INF_VPN_READ,INF_VPN_VIEW,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ;;;;;;;;
andrea.santoro.bcua;Workplace IT;Workplace Specialist;Internal;2026-02-02T08:27:55Z;INF_FILESHARE_WRITE,INF_MAIL_READ,INF_MDM_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_OKTA_WRITE,SYS_SERVICENOW_VIEW;;;;;;;;
svc_pmo;PMO;PMO Analyst;Internal;2025-09-02T15:11:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_JIRA_VIEW,SYS_POWERBI_WRITE;;;;;;;;
adm_matteo.gallo.bsyt;R&D AI;AI Researcher;Internal;2025-09-22T15:25:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_WRITE,SYS_GCP_READ,SYS_JIRA_WRITE,SYS_SNOWFLAKE_READ;;;;;;;;
valentina.moretti.uxdy;R&D Innovation;Innovation Engineer;Technical;2025-07-29T11:05:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_AWS_WRITE,SYS_AZURE_WRITE,SYS_CONFLUENCE_READ,SYS_JIRA_READ;;;;;;;;
stefano.verdi.dise;Support L1;Support Agent L1;Internal;2025-10-10T13:54:55Z;INF_MAIL_READ,INF_MAIL_WRITE,INF_VPN_ALL,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SERVICENOW_READ,SYS_ZENDESK_WRITE;;;;;;;;
irene.marino.shqs;Support L2;Support Agent L2;Internal;2026-01-06T11:45:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SERVICENOW_WRITE,SYS_SPLUNK_READ,SYS_ZENDESK_WRITE;;;;;;;;
svc_customer_success_csm;Customer Success Enterprise;CSM Enterprise;Internal;2025-12-18T12:52:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_SALESFORCE_READ,SYS_ZENDESK_WRITE;;;;;;;;
svc_customer_success;Customer Success SMB;CSM SMB;Internal;2026-01-20T15:13:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_VIEW,SYS_ZENDESK_WRITE;;;;;;;;
adm_simone.romano.jsgq;Sales Enterprise;Sales Executive;Internal;2025-09-26T09:23:55Z;INF_CRM_VIEW,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_POWERBI_VIEW,SYS_SALESFORCE_READ;;;;;;;;
adm_laura.conti.ftvg;Sales SMB;Sales Representative;Internal;2025-04-27T07:23:55Z;INF_CRM_WRITE,INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_SALESFORCE_READ;;;;;;;;
adm_antonio.barbieri;Marketing Digital;Digital Marketer;Internal;2025-09-13T16:09:55Z;INF_MAIL_READ,INF_VPN_READ,SYS_CONFLUENCE_READ,SYS_CONFLUENCE_VIEW,SYS_POWERBI_READ,SYS_SALESFORCE_VIEW;;;;;;;;
